Accession ID,Cluster,Sequence Length,NCBI ID,Protein Name,Taxonomy ID,Scientific Name,Kingdom
KAF2565799,Plant Alba – At2g34160 like,301,gb|KAF2565799.1|,hypothetical protein F2Q68_00024507 [Brassica cretica],69181,Brassica cretica,Eukaryota
KAF2570313,Plant Alba – At2g34160 like,90,gb|KAF2570313.1|,"hypothetical protein F2Q70_00000262, partial [Brassica cretica]",69181,Brassica cretica,Eukaryota
KAF2575090,Plant Alba – At2g34160 like,123,gb|KAF2575090.1|,hypothetical protein F2Q70_00000325 [Brassica cretica],69181,Brassica cretica,Eukaryota
CAF2036016,Plant Alba – At2g34160 like,123,emb|CAF2036016.1|,unnamed protein product [Brassica napus],3708,Brassica napus,Eukaryota
KAF2599057,Plant Alba – At2g34160 like,104,gb|KAF2599057.1|,hypothetical protein F2Q68_00011311 [Brassica cretica],69181,Brassica cretica,Eukaryota
KAF2602585,Plant Alba – At2g34160 like,51,gb|KAF2602585.1|,hypothetical protein F2Q70_00025158 [Brassica cretica],69181,Brassica cretica,Eukaryota
XP_022865516,Plant Alba – At2g34160 like,129,ref|XP_022865516.1|,uncharacterized protein At2g34160-like [Olea europaea var. sylvestris],158386,Olea europaea var. sylvestris,Eukaryota
CAA3001695,Plant Alba – At2g34160 like,129,emb|CAA3001695.1|,uncharacterized protein At2g34160-like [Olea europaea subsp. europaea],158383,Olea europaea subsp. europaea,Eukaryota
KAF2927447,Plant Alba – At2g34160 like,126,gb|KAF2927447.1|,hypothetical protein DAI22_06g206200 [Oryza sativa Japonica Group],39947,Oryza sativa Japonica Group,Eukaryota
KAG5560275,Plant Alba – At2g34160 like,157,gb|KAG5560275.1|,hypothetical protein RHGRI_003540 [Rhododendron griersonianum],479676,Rhododendron griersonianum,Eukaryota
KAE9453064,Plant Alba – At2g34160 like,180,gb|KAE9453064.1|,"hypothetical protein C3L33_15034, partial [Rhododendron williamsianum]",262921,Rhododendron williamsianum,Eukaryota
KAF2948674,Plant Alba – At2g34160 like,116,gb|KAF2948674.1|,hypothetical protein DAI22_01g051900 [Oryza sativa Japonica Group],39947,Oryza sativa Japonica Group,Eukaryota
KAF3333551,Plant Alba – At2g34160 like,128,gb|KAF3333551.1|,hypothetical protein FCM35_KLT01242 [Carex littledalei],544730,Carex littledalei,Eukaryota
KAF3339985,Plant Alba – At2g34160 like,130,gb|KAF3339985.1|,hypothetical protein FCM35_KLT15756 [Carex littledalei],544730,Carex littledalei,Eukaryota
KAF4348851,Plant Alba – At2g34160 like,168,gb|KAF4348851.1|,hypothetical protein G4B88_005168 [Cannabis sativa],3483,Cannabis sativa,Eukaryota
KAF4349623,Plant Alba – At2g34160 like,129,gb|KAF4349623.1|,hypothetical protein G4B88_025226 [Cannabis sativa],3483,Cannabis sativa,Eukaryota
KAF4366798,Plant Alba – At2g34160 like,208,gb|KAF4366798.1|,hypothetical protein G4B88_018221 [Cannabis sativa],3483,Cannabis sativa,Eukaryota
KAF4369384,Plant Alba – At2g34160 like,159,gb|KAF4369384.1|,hypothetical protein G4B88_023788 [Cannabis sativa],3483,Cannabis sativa,Eukaryota
KAF4384389,Plant Alba – At2g34160 like,185,gb|KAF4384389.1|,hypothetical protein F8388_004622 [Cannabis sativa],3483,Cannabis sativa,Eukaryota
KAF4373358,Plant Alba – At2g34160 like,146,gb|KAF4373358.1|,hypothetical protein F8388_026189 [Cannabis sativa],3483,Cannabis sativa,Eukaryota
KAF4399761,Plant Alba – At2g34160 like,183,gb|KAF4399761.1|,hypothetical protein G4B88_022844 [Cannabis sativa],3483,Cannabis sativa,Eukaryota
PPS20518,Plant Alba – At2g34160 like,155,gb|PPS20518.1|,hypothetical protein GOBAR_AA00085 [Gossypium barbadense],3634,Gossypium barbadense,Eukaryota
PQM36061,Plant Alba – At2g34160 like,119,gb|PQM36061.1|,uncharacterized protein Pyn_12894 [Prunus yedoensis var. nudiflora],2094558,Prunus yedoensis var. nudiflora,Eukaryota
PQM41767,Plant Alba – At2g34160 like,99,gb|PQM41767.1|,uncharacterized protein Pyn_33867 [Prunus yedoensis var. nudiflora],2094558,Prunus yedoensis var. nudiflora,Eukaryota
PQP93265,Plant Alba – At2g34160 like,93,gb|PQP93265.1|,uncharacterized protein Pyn_22791 [Prunus yedoensis var. nudiflora],2094558,Prunus yedoensis var. nudiflora,Eukaryota
PQP94096,Plant Alba – At2g34160 like,87,gb|PQP94096.1|,uncharacterized protein Pyn_15440 [Prunus yedoensis var. nudiflora],2094558,Prunus yedoensis var. nudiflora,Eukaryota
PRP77846,Plant Alba – At2g34160 like,127,gb|PRP77846.1|,hypothetical protein PROFUN_14134 [Planoprotostelium fungivorum],1890364,Planoprotostelium fungivorum,Eukaryota
PRW60775,Plant Alba – At2g34160 like,146,gb|PRW60775.1|,Alba DNA RNA-binding [Chlorella sorokiniana],3076,Chlorella sorokiniana,Eukaryota
PSC74117,Plant Alba – At2g34160 like,182,gb|PSC74117.1|,Alba DNA RNA-binding [Micractinium conductrix],554055,Micractinium conductrix,Eukaryota
KAG5539335,Plant Alba – At2g34160 like,131,gb|KAG5539335.1|,hypothetical protein RHGRI_019784 [Rhododendron griersonianum],479676,Rhododendron griersonianum,Eukaryota
XP_022899450,Plant Alba – At2g34160 like,127,ref|XP_022899450.1|,uncharacterized protein At2g34160-like [Olea europaea var. sylvestris],158386,Olea europaea var. sylvestris,Eukaryota
CAA3005627,Plant Alba – At2g34160 like,127,emb|CAA3005627.1|,DNA RNA-binding Alba [Olea europaea subsp. europaea],158383,Olea europaea subsp. europaea,Eukaryota
GAX28239,Plant Alba – At2g34160 like,68,dbj|GAX28239.1|,hypothetical protein FisN_27Hu111 [Fistulifera solaris],1519565,Fistulifera solaris,Eukaryota
GAX28241,Plant Alba – At2g34160 like,214,dbj|GAX28241.1|,hypothetical protein FisN_27Hh109 [Fistulifera solaris],1519565,Fistulifera solaris,Eukaryota
GAX23335,Plant Alba – At2g34160 like,266,dbj|GAX23335.1|,hypothetical protein FisN_27Lh109 [Fistulifera solaris],1519565,Fistulifera solaris,Eukaryota
GAX80814,Plant Alba – At2g34160 like,174,dbj|GAX80814.1|,hypothetical protein CEUSTIGMA_g8249.t1 [Chlamydomonas eustigma],1157962,Chlamydomonas eustigma,Eukaryota
GAX80810,Plant Alba – At2g34160 like,174,dbj|GAX80810.1|,hypothetical protein CEUSTIGMA_g8246.t1 [Chlamydomonas eustigma],1157962,Chlamydomonas eustigma,Eukaryota
GAX80815,Plant Alba – At2g34160 like,174,dbj|GAX80815.1|,hypothetical protein CEUSTIGMA_g8250.t1 [Chlamydomonas eustigma],1157962,Chlamydomonas eustigma,Eukaryota
GAX80816,Plant Alba – At2g34160 like,148,dbj|GAX80816.1|,hypothetical protein CEUSTIGMA_g8251.t1 [Chlamydomonas eustigma],1157962,Chlamydomonas eustigma,Eukaryota
GAX80818,Plant Alba – At2g34160 like,120,dbj|GAX80818.1|,hypothetical protein CEUSTIGMA_g8253.t1 [Chlamydomonas eustigma],1157962,Chlamydomonas eustigma,Eukaryota
GAX96474,Plant Alba – At2g34160 like,314,dbj|GAX96474.1|,Hypothetical protein PINS_004355 [Pythium insidiosum],114742,Pythium insidiosum,Eukaryota
GBF91947,Plant Alba – At2g34160 like,236,dbj|GBF91947.1|,hypothetical protein Rsub_04671 [Raphidocelis subcapitata],307507,Raphidocelis subcapitata,Eukaryota
GBG70460,Plant Alba – At2g34160 like,410,dbj|GBG70460.1|,hypothetical protein CBR_g6588 [Chara braunii],69332,Chara braunii,Eukaryota
GBG72863,Plant Alba – At2g34160 like,128,dbj|GBG72863.1|,hypothetical protein CBR_g12582 [Chara braunii],69332,Chara braunii,Eukaryota
MBA0803686,Plant Alba – At2g34160 like,79,gb|MBA0803686.1|,hypothetical protein [Gossypium harknessii],34285,Gossypium harknessii,Eukaryota
MBA0832956,Plant Alba – At2g34160 like,81,gb|MBA0832956.1|,hypothetical protein [Gossypium armourianum],34283,Gossypium armourianum,Eukaryota
XP_039006039,Plant Alba – At2g34160 like,91,ref|XP_039006039.1|,uncharacterized protein At2g34160-like [Hibiscus syriacus],106335,Hibiscus syriacus,Eukaryota
KAE8699134,Plant Alba – At2g34160 like,111,gb|KAE8699134.1|,"TPX2 family protein, putative isoform 1 [Hibiscus syriacus]",106335,Hibiscus syriacus,Eukaryota
MBA0806622,Plant Alba – At2g34160 like,46,gb|MBA0806622.1|,hypothetical protein [Gossypium harknessii],34285,Gossypium harknessii,Eukaryota
MBA0827391,Plant Alba – At2g34160 like,50,gb|MBA0827391.1|,hypothetical protein [Gossypium armourianum],34283,Gossypium armourianum,Eukaryota
MBA0681098,Plant Alba – At2g34160 like,50,gb|MBA0681098.1|,hypothetical protein [Gossypium aridum],34290,Gossypium aridum,Eukaryota
MBA0838785,Plant Alba – At2g34160 like,65,gb|MBA0838785.1|,hypothetical protein [Gossypium armourianum],34283,Gossypium armourianum,Eukaryota
MBA0810275,Plant Alba – At2g34160 like,76,gb|MBA0810275.1|,hypothetical protein [Gossypium harknessii],34285,Gossypium harknessii,Eukaryota
MBA0845144,Plant Alba – At2g34160 like,45,gb|MBA0845144.1|,hypothetical protein [Gossypium armourianum],34283,Gossypium armourianum,Eukaryota
XP_022899568,Plant Alba – At2g34160 like,129,ref|XP_022899568.1|,uncharacterized protein At2g34160-like [Olea europaea var. sylvestris],158386,Olea europaea var. sylvestris,Eukaryota
CAA3030980,Plant Alba – At2g34160 like,129,emb|CAA3030980.1|,DNA RNA-binding Alba [Olea europaea subsp. europaea],158383,Olea europaea subsp. europaea,Eukaryota
RAL49019,Plant Alba – At2g34160 like,146,gb|RAL49019.1|,hypothetical protein DM860_001339 [Cuscuta australis],267555,Cuscuta australis,Eukaryota
TDH66755,Plant Alba – At2g34160 like,316,gb|TDH66755.1|,hypothetical protein CCR75_005956 [Bremia lactucae],4779,Bremia lactucae,Eukaryota
THG06838,Plant Alba – At2g34160 like,151,gb|THG06838.1|,hypothetical protein TEA_030020 [Camellia sinensis var. sinensis],542762,Camellia sinensis var. sinensis,Eukaryota
THG10363,Plant Alba – At2g34160 like,175,gb|THG10363.1|,hypothetical protein TEA_004171 [Camellia sinensis var. sinensis],542762,Camellia sinensis var. sinensis,Eukaryota
THG13893,Plant Alba – At2g34160 like,199,gb|THG13893.1|,hypothetical protein TEA_029120 [Camellia sinensis var. sinensis],542762,Camellia sinensis var. sinensis,Eukaryota
THU45237,Plant Alba – At2g34160 like,98,gb|THU45237.1|,hypothetical protein C4D60_Mb02t15730 [Musa balbisiana],52838,Musa balbisiana,Eukaryota
KAG0455986,Plant Alba – At2g34160 like,129,gb|KAG0455986.1|,hypothetical protein HPP92_023774 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0454824,Plant Alba – At2g34160 like,129,gb|KAG0454824.1|,hypothetical protein HPP92_024116 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
XP_022938043,Plant Alba – At2g34160 like,138,ref|XP_022938043.1|,uncharacterized protein At2g34160-like [Cucurbita moschata],3662,Cucurbita moschata,Eukaryota
KAG0460091,Plant Alba – At2g34160 like,158,gb|KAG0460091.1|,hypothetical protein HPP92_023219 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0458370,Plant Alba – At2g34160 like,158,gb|KAG0458370.1|,hypothetical protein HPP92_023527 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0490973,Plant Alba – At2g34160 like,157,gb|KAG0490973.1|,hypothetical protein HPP92_007836 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0489165,Plant Alba – At2g34160 like,157,gb|KAG0489165.1|,hypothetical protein HPP92_007976 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0495973,Plant Alba – At2g34160 like,129,gb|KAG0495973.1|,hypothetical protein HPP92_000664 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0495991,Plant Alba – At2g34160 like,57,gb|KAG0495991.1|,hypothetical protein HPP92_000682 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0502361,Plant Alba – At2g34160 like,266,gb|KAG0502361.1|,hypothetical protein HPP92_002433 [Vanilla planifolia],51239,Vanilla planifolia,Eukaryota
KAG0591926,Plant Alba – At2g34160 like,121,gb|KAG0591926.1|,hypothetical protein KC19_1G212500 [Ceratodon purpureus],3225,Ceratodon purpureus,Eukaryota
XP_024389977,Plant Alba – At2g34160 like,131,ref|XP_024389977.1|,uncharacterized protein At2g34160-like [Physcomitrium patens],3218,Physcomitrium patens,Eukaryota
KAG0630864,Plant Alba – At2g34160 like,159,gb|KAG0630864.1|,"hypothetical protein M758_1G209200, partial [Ceratodon purpureus]",3225,Ceratodon purpureus,Eukaryota
KAG1330090,Plant Alba – At2g34160 like,129,gb|KAG1330090.1|,hypothetical protein COCNU_02G000580 [Cocos nucifera],13894,Cocos nucifera,Eukaryota
XP_010925231,Plant Alba – At2g34160 like,133,ref|XP_010925231.1|,uncharacterized protein At2g34160 [Elaeis guineensis],51953,Elaeis guineensis,Eukaryota
KAG1334106,Plant Alba – At2g34160 like,186,gb|KAG1334106.1|,hypothetical protein COCNU_03G002250 [Cocos nucifera],13894,Cocos nucifera,Eukaryota
KAG1358622,Plant Alba – At2g34160 like,140,gb|KAG1358622.1|,hypothetical protein COCNU_08G000680 [Cocos nucifera],13894,Cocos nucifera,Eukaryota
XP_010932895,Plant Alba – At2g34160 like,144,ref|XP_010932895.1|,uncharacterized protein At2g34160 isoform X2 [Elaeis guineensis],51953,Elaeis guineensis,Eukaryota
KAG4944987,Plant Alba – At2g34160 like,162,gb|KAG4944987.1|,hypothetical protein JHK87_040994 [Glycine soja],3848,Glycine soja,Eukaryota
KAG4961614,Plant Alba – At2g34160 like,152,gb|KAG4961614.1|,hypothetical protein JHK87_038247 [Glycine soja],3848,Glycine soja,Eukaryota
KAG4997590,Plant Alba – At2g34160 like,157,gb|KAG4997590.1|,hypothetical protein JHK85_029029 [Glycine max],3847,Glycine max,Eukaryota
KAG5021507,Plant Alba – At2g34160 like,133,gb|KAG5021507.1|,hypothetical protein JHK85_017849 [Glycine max],3847,Glycine max,Eukaryota
KAG5070363,Plant Alba – At2g34160 like,111,gb|KAG5070363.1|,hypothetical protein JHK85_002740 [Glycine max],3847,Glycine max,Eukaryota
KAG5185453,Plant Alba – At2g34160 like,164,gb|KAG5185453.1|,hypothetical protein JKP88DRAFT_289271 [Tribonema minus],303371,Tribonema minus,Eukaryota
KAG5232655,Plant Alba – At2g34160 like,165,gb|KAG5232655.1|,Alba DNA/RNA-binding protein [Salix suchowensis],1278906,Salix suchowensis,Eukaryota
KAB5529450,Plant Alba – At2g34160 like,165,gb|KAB5529450.1|,hypothetical protein DKX38_019531 [Salix brachista],2182728,Salix brachista,Eukaryota
KAG5385160,Plant Alba – At2g34160 like,408,gb|KAG5385160.1|,hypothetical protein IGI04_036630 [Brassica rapa subsp. trilocularis],1813537,Brassica rapa subsp. trilocularis,Eukaryota
KAG5394319,Plant Alba – At2g34160 like,339,gb|KAG5394319.1|,hypothetical protein IGI04_024282 [Brassica rapa subsp. trilocularis],1813537,Brassica rapa subsp. trilocularis,Eukaryota
KAG5396437,Plant Alba – At2g34160 like,639,gb|KAG5396437.1|,hypothetical protein IGI04_018251 [Brassica rapa subsp. trilocularis],1813537,Brassica rapa subsp. trilocularis,Eukaryota
KAG5415581,Plant Alba – At2g34160 like,155,gb|KAG5415581.1|,hypothetical protein IGI04_003148 [Brassica rapa subsp. trilocularis],1813537,Brassica rapa subsp. trilocularis,Eukaryota
KAG5416514,Plant Alba – At2g34160 like,129,gb|KAG5416514.1|,hypothetical protein IGI04_004081 [Brassica rapa subsp. trilocularis],1813537,Brassica rapa subsp. trilocularis,Eukaryota
KCW61578,Plant Alba – At2g34160 like,149,gb|KCW61578.1|,hypothetical protein EUGRSUZ_H04315 [Eucalyptus grandis],71139,Eucalyptus grandis,Eukaryota
XP_010027179,Plant Alba – At2g34160 like,151,ref|XP_010027179.3|,uncharacterized protein At2g34160 [Eucalyptus grandis],71139,Eucalyptus grandis,Eukaryota
XP_022946134,Plant Alba – At2g34160 like,158,ref|XP_022946134.1|,uncharacterized protein At2g34160-like isoform X1 [Cucurbita moschata],3662,Cucurbita moschata,Eukaryota
XP_023545391,Plant Alba – At2g34160 like,173,ref|XP_023545391.1|,uncharacterized protein At2g34160-like [Cucurbita pepo subsp. pepo],3664,Cucurbita pepo subsp. pepo,Eukaryota
XP_022999100,Plant Alba – At2g34160 like,163,ref|XP_022999100.1|,uncharacterized protein At2g34160 isoform X1 [Cucurbita maxima],3661,Cucurbita maxima,Eukaryota
XP_022946135,Plant Alba – At2g34160 like,149,ref|XP_022946135.1|,uncharacterized protein At2g34160-like isoform X2 [Cucurbita moschata],3662,Cucurbita moschata,Eukaryota
KDO45900,Plant Alba – At2g34160 like,92,gb|KDO45900.1|,"hypothetical protein CISIN_1g0446802mg, partial [Citrus sinensis]",2711,Citrus sinensis,Eukaryota
KDO45901,Plant Alba – At2g34160 like,90,gb|KDO45901.1|,"hypothetical protein CISIN_1g0446801mg, partial [Citrus sinensis]",2711,Citrus sinensis,Eukaryota
KDO37858,Plant Alba – At2g34160 like,94,gb|KDO37858.1|,hypothetical protein CISIN_1g046541mg [Citrus sinensis],2711,Citrus sinensis,Eukaryota
KDO61695,Plant Alba – At2g34160 like,101,gb|KDO61695.1|,hypothetical protein CISIN_1g032962mg [Citrus sinensis],2711,Citrus sinensis,Eukaryota
KDO61696,Plant Alba – At2g34160 like,97,gb|KDO61696.1|,hypothetical protein CISIN_1g032962mg [Citrus sinensis],2711,Citrus sinensis,Eukaryota
KDP23684,Plant Alba – At2g34160 like,146,gb|KDP23684.1|,hypothetical protein JCGZ_23517 [Jatropha curcas],180498,Jatropha curcas,Eukaryota
KDP32385,Plant Alba – At2g34160 like,108,gb|KDP32385.1|,hypothetical protein JCGZ_13310 [Jatropha curcas],180498,Jatropha curcas,Eukaryota
KJB64784,Plant Alba – At2g34160 like,69,gb|KJB64784.1|,hypothetical protein B456_010G064500 [Gossypium raimondii],29730,Gossypium raimondii,Eukaryota
KJB64785,Plant Alba – At2g34160 like,79,gb|KJB64785.1|,hypothetical protein B456_010G064500 [Gossypium raimondii],29730,Gossypium raimondii,Eukaryota
KJB64786,Plant Alba – At2g34160 like,93,gb|KJB64786.1|,hypothetical protein B456_010G064500 [Gossypium raimondii],29730,Gossypium raimondii,Eukaryota
XP_039058111,Plant Alba – At2g34160 like,72,ref|XP_039058111.1|,uncharacterized protein At2g34160-like [Hibiscus syriacus],106335,Hibiscus syriacus,Eukaryota
EFH49447,Plant Alba – At2g34160 like,200,gb|EFH49447.1|,hypothetical protein ARALYDRAFT_487296 [Arabidopsis lyrata subsp. lyrata],81972,Arabidopsis lyrata subsp. lyrata,Eukaryota
EWM29034,Plant Alba – At2g34160 like,140,gb|EWM29034.1|,hypothetical protein Naga_100071g15 [Nannochloropsis gaditana],72520,Nannochloropsis gaditana,Eukaryota
EXB93217,Plant Alba – At2g34160 like,195,gb|EXB93217.1|,Uncharacterized protein L484_024556 [Morus notabilis],981085,Morus notabilis,Eukaryota
EXC30809,Plant Alba – At2g34160 like,151,gb|EXC30809.1|,hypothetical protein L484_027988 [Morus notabilis],981085,Morus notabilis,Eukaryota
GAQ78824,Plant Alba – At2g34160 like,134,dbj|GAQ78824.1|,hypothetical protein KFL_000190420 [Klebsormidium nitens],105231,Klebsormidium nitens,Eukaryota
GAU21901,Plant Alba – At2g34160 like,135,dbj|GAU21901.1|,hypothetical protein TSUD_33980 [Trifolium subterraneum],3900,Trifolium subterraneum,Eukaryota
GAU46988,Plant Alba – At2g34160 like,132,dbj|GAU46988.1|,hypothetical protein TSUD_186300 [Trifolium subterraneum],3900,Trifolium subterraneum,Eukaryota
GAU18894,Plant Alba – At2g34160 like,134,dbj|GAU18894.1|,hypothetical protein TSUD_228840 [Trifolium subterraneum],3900,Trifolium subterraneum,Eukaryota
GAV68334,Plant Alba – At2g34160 like,139,dbj|GAV68334.1|,Alba domain-containing protein [Cephalotus follicularis],3775,Cephalotus follicularis,Eukaryota
GAV74192,Plant Alba – At2g34160 like,118,dbj|GAV74192.1|,Alba domain-containing protein [Cephalotus follicularis],3775,Cephalotus follicularis,Eukaryota
